"","Entity","Code","Year","Annual.precipitation"
"634","French Polynesia","PYF",1985,1495.3536
"635","French Polynesia","PYF",1986,1370.6552
"636","French Polynesia","PYF",1987,1544.1385
"637","French Polynesia","PYF",1988,1371.801
"638","French Polynesia","PYF",1989,1311.9712
"639","French Polynesia","PYF",1990,1340.8201
"640","French Polynesia","PYF",1991,1322.6768
"641","French Polynesia","PYF",1992,1418.507
"642","French Polynesia","PYF",1993,1342.4216
"643","French Polynesia","PYF",1994,1532.5096
"644","French Polynesia","PYF",1995,1487.6282
"645","French Polynesia","PYF",1996,1350.533
"646","French Polynesia","PYF",1997,1344.7231
"647","French Polynesia","PYF",1998,2051.9958
"648","French Polynesia","PYF",1999,1284.601
"649","French Polynesia","PYF",2000,1568.5428
"650","French Polynesia","PYF",2001,1856.5762
"651","French Polynesia","PYF",2002,1311.1937
"652","French Polynesia","PYF",2003,1486.0837
"653","French Polynesia","PYF",2004,1633.2212
"654","French Polynesia","PYF",2005,1453.813
"655","French Polynesia","PYF",2006,1745.7546
"656","French Polynesia","PYF",2007,2014.8225
"657","French Polynesia","PYF",2008,1310.6833
"658","French Polynesia","PYF",2009,1492.5552
"659","French Polynesia","PYF",2010,1875.1736
"660","French Polynesia","PYF",2011,1061.9048
"661","French Polynesia","PYF",2012,1853.1509
"662","French Polynesia","PYF",2013,1588.6296
"663","French Polynesia","PYF",2014,1890.2539
"664","French Polynesia","PYF",2015,1247.9418
"665","French Polynesia","PYF",2016,2021.1796
"666","French Polynesia","PYF",2017,1741.0173
"667","French Polynesia","PYF",2018,1743.6372
"668","French Polynesia","PYF",2019,1878.3467
"669","French Polynesia","PYF",2020,1488.8502
"670","French Polynesia","PYF",2021,1282.7958
"671","French Polynesia","PYF",2022,1700.4238
"672","French Polynesia","PYF",2023,1913.6799
"673","Greenland","GRL",1940,413.2696
"674","Greenland","GRL",1941,436.396
"675","Greenland","GRL",1942,399.9909
"676","Greenland","GRL",1943,353.96008
"677","Greenland","GRL",1944,417.43155
"678","Greenland","GRL",1945,471.56345
"679","Greenland","GRL",1946,510.4497
"680","Greenland","GRL",1947,400.57324
"681","Greenland","GRL",1948,392.33923
"682","Greenland","GRL",1949,372.83762
"683","Greenland","GRL",1950,356.75455
"684","Greenland","GRL",1951,334.59045
"685","Greenland","GRL",1952,423.60574
"686","Greenland","GRL",1953,412.98682
"687","Greenland","GRL",1954,466.49026
"688","Greenland","GRL",1955,434.127
"689","Greenland","GRL",1956,469.15646
"690","Greenland","GRL",1957,365.52582
"691","Greenland","GRL",1958,397.33582
"692","Greenland","GRL",1959,429.45724
"693","Greenland","GRL",1960,413.35583
"694","Greenland","GRL",1961,406.22766
"695","Greenland","GRL",1962,403.62305
"696","Greenland","GRL",1963,404.6739
"697","Greenland","GRL",1964,473.78772
"698","Greenland","GRL",1965,386.84576
"699","Greenland","GRL",1966,321.07166
"700","Greenland","GRL",1967,412.81445
"701","Greenland","GRL",1968,368.91348
"702","Greenland","GRL",1969,391.94705
"703","Greenland","GRL",1970,419.53543
"704","Greenland","GRL",1971,355.4029
"705","Greenland","GRL",1972,512.8461
"706","Greenland","GRL",1973,393.02588
"707","Greenland","GRL",1974,384.68604
"708","Greenland","GRL",1975,441.0438
"709","Greenland","GRL",1976,519.3385
"710","Greenland","GRL",1977,390.5379
"711","Greenland","GRL",1978,407.89264
"712","Greenland","GRL",1979,383.45795
"713","Greenland","GRL",1980,403.0836
"714","Greenland","GRL",1981,375.1913
"715","Greenland","GRL",1982,368.02148
"716","Greenland","GRL",1983,449.3127
"717","Greenland","GRL",1984,475.57477
"718","Greenland","GRL",1985,385.1228
"719","Greenland","GRL",1986,450.9107
"720","Greenland","GRL",1987,456.49002
"721","Greenland","GRL",1988,408.14185
"722","Greenland","GRL",1989,387.66116
"723","Greenland","GRL",1990,433.84897
"724","Greenland","GRL",1991,435.10028
"725","Greenland","GRL",1992,430.34592
"726","Greenland","GRL",1993,431.85287
"727","Greenland","GRL",1994,385.20493
"728","Greenland","GRL",1995,391.55917
"729","Greenland","GRL",1996,511.6688
"730","Greenland","GRL",1997,469.01312
"731","Greenland","GRL",1998,393.80347
"732","Greenland","GRL",1999,444.7311
"733","Greenland","GRL",2000,437.98724
"734","Greenland","GRL",2001,459.5697
"735","Greenland","GRL",2002,446.8728
"736","Greenland","GRL",2003,468.80978
"737","Greenland","GRL",2004,437.48846
"738","Greenland","GRL",2005,476.2706
"739","Greenland","GRL",2006,387.1384
"740","Greenland","GRL",2007,432.56113
"741","Greenland","GRL",2008,474.61783
"742","Greenland","GRL",2009,355.36768
"743","Greenland","GRL",2010,423.28873
"744","Greenland","GRL",2011,374.6665
"745","Greenland","GRL",2012,445.5561
"746","Greenland","GRL",2013,443.0314
"747","Greenland","GRL",2014,466.67834
"748","Greenland","GRL",2015,414.77036
"749","Greenland","GRL",2016,457.98178
"750","Greenland","GRL",2017,474.97827
"751","Greenland","GRL",2018,460.4187
"752","Greenland","GRL",2019,389.16205
"753","Greenland","GRL",2020,465.66208
"754","Greenland","GRL",2021,475.92148
"755","Greenland","GRL",2022,497.07257
"756","Greenland","GRL",2023,468.54993
"757","Heard Island and McDonald Islands","HMD",1940,1322.5803
"758","Heard Island and McDonald Islands","HMD",1941,1232.4181
"759","Heard Island and McDonald Islands","HMD",1942,1334.114
"760","Heard Island and McDonald Islands","HMD",1943,1195.3983
"761","Heard Island and McDonald Islands","HMD",1944,1200.429
"762","Heard Island and McDonald Islands","HMD",1945,1183.6938
"763","Heard Island and McDonald Islands","HMD",1946,1287.1018
"764","Heard Island and McDonald Islands","HMD",1947,1289.8798
"765","Heard Island and McDonald Islands","HMD",1948,1253.9368
"766","Heard Island and McDonald Islands","HMD",1949,867.4078
"767","Heard Island and McDonald Islands","HMD",1950,941.3681
"768","Heard Island and McDonald Islands","HMD",1951,897.77374
"769","Heard Island and McDonald Islands","HMD",1952,999.10834
"770","Heard Island and McDonald Islands","HMD",1953,1103.1304
"771","Heard Island and McDonald Islands","HMD",1954,1135.3884
"772","Heard Island and McDonald Islands","HMD",1955,1013.84546
"773","Heard Island and McDonald Islands","HMD",1956,1045.9375
"774","Heard Island and McDonald Islands","HMD",1957,1042.1667
"775","Heard Island and McDonald Islands","HMD",1958,1211.5516
"776","Heard Island and McDonald Islands","HMD",1959,1004.83325
"777","Heard Island and McDonald Islands","HMD",1960,1164.3982
"778","Heard Island and McDonald Islands","HMD",1961,1250.431
"779","Heard Island and McDonald Islands","HMD",1962,1145.0691
"780","Heard Island and McDonald Islands","HMD",1963,1122.9858
"781","Heard Island and McDonald Islands","HMD",1964,1140.582
"782","Heard Island and McDonald Islands","HMD",1965,1177.2642
"783","Heard Island and McDonald Islands","HMD",1966,1231.5759
"784","Heard Island and McDonald Islands","HMD",1967,1091.2303
"785","Heard Island and McDonald Islands","HMD",1968,1163.8632
"786","Heard Island and McDonald Islands","HMD",1969,1174.8772
"787","Heard Island and McDonald Islands","HMD",1970,1082.6664
"788","Heard Island and McDonald Islands","HMD",1971,1075.2183
"789","Heard Island and McDonald Islands","HMD",1972,1132.3385
"790","Heard Island and McDonald Islands","HMD",1973,1298.4362
"791","Heard Island and McDonald Islands","HMD",1974,1199.4371
"792","Heard Island and McDonald Islands","HMD",1975,1314.7898
"793","Heard Island and McDonald Islands","HMD",1976,1268.5299
"794","Heard Island and McDonald Islands","HMD",1977,1233.7189
"795","Heard Island and McDonald Islands","HMD",1978,1204.4468
"796","Heard Island and McDonald Islands","HMD",1979,1341.7816
"797","Heard Island and McDonald Islands","HMD",1980,1316.6685
"798","Heard Island and McDonald Islands","HMD",1981,1312.2253
"799","Heard Island and McDonald Islands","HMD",1982,1291.9082
"800","Heard Island and McDonald Islands","HMD",1983,1282.0873
"801","Heard Island and McDonald Islands","HMD",1984,1244.5964
